ccp_mapping,source_name,pollutant,year,value,units
Agriculture,Poultry - Growing Pullets - Direct,N2O,2010,6.82011074242458e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2011,9.84292033148914e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2012,0.0010532010408102902,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2013,9.46481625681428e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2014,0.00143903224392274,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2015,0.0013290042559181098,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2016,0.00128269415984914,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2017,0.00138838985642091,megatonnes of co2 equivelant
Agriculture,Poultry - Growing Pullets - Direct,N2O,2018,0.00103939572657737,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,1990,0.00510424085,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,1995,0.00435272806,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,1998,0.00418599706,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,1999,0.00411034678,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2000,0.0040815721979999995,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2001,0.005060780232,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2002,0.004702836042,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2003,0.0051274723340000005,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2004,0.005087125816000001,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2005,0.004615222254,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2006,0.004565403508000001,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2007,0.00478199855,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2008,0.00474451164,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2009,0.00483162002,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2010,0.005678688,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2011,0.0057849932419999995,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2012,0.0047604316940000006,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2013,0.005465834348,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2014,0.005905839692,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2015,0.006747871769999999,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2016,0.0071746903160000005,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2017,0.00772990246,megatonnes of co2 equivelant
Agriculture,Poultry - Laying Hens - Direct,N2O,2018,0.008372807958,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,1990,9.42803220510172e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,1995,7.75172113354122e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,1998,6.98442479008326e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,1999,8.235428160026121e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2000,7.93970221583314e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2001,7.383812505480369e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2002,8.36019877013323e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2003,4.32849104478308e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2004,1.03182016010158e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2005,1.00545373776572e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2006,1.0616381655454e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2007,1.016033640578e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2008,1.16461124592872e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2009,1.2319332809443398e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2010,1.25023548626743e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2011,1.36189809879753e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2012,2.5774039623015297e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2013,2.6764734983862897e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2014,2.94842827846286e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2015,1.8641986833548599e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2016,1.82757008751429e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2017,1.1197388766394301e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Other - Direct,N2O,2018,1.21187002339543e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,1990,3.44197152e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,1995,1.65220438e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,1998,3.35548298e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,1999,3.26494164e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2000,2.96085648e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2001,2.6935773e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2002,2.93580958e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2003,1.73426166e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2004,1.5350069399999998e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2005,8.282880200000001e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2006,8.134923199999999e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2007,6.6691208e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2008,7.4349212e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2009,5.8019706e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2010,4.3269599999999996e-005,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2011,4.1067081999999996e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2012,5.1237225999999996e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2013,5.0359914e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2014,4.803462e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2015,1.53552546e-4,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2016,4.2361594e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2017,5.2491806e-5,megatonnes of co2 equivelant
Agriculture,Poultry - Turkeys - Direct,N2O,2018,5.6977897999999997e-5,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,1990,0.00880559188627344,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,1995,0.00877081072292747,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,1998,0.00903351741215816,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,1999,0.00906946803851658,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2000,0.0090073288661458,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2001,0.00913676839032776,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2002,0.009640335435447551,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2003,0.01014780007326817,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2004,0.01033247206881844,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2005,0.00992057484551234,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2006,0.010126890493893509,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2007,0.010514835316994329,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2008,0.01002885023331684,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2009,0.010005157591048879,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2010,0.01028526917696809,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2011,0.01024949164540907,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2012,0.01047648079735704,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2013,0.01043507953927077,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2014,0.010957435202533549,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2015,0.0112630302482793,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2016,0.01115627031953761,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2017,0.01113809693466882,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Deposition,N2O,2018,0.011156549543639819,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,1990,1.30637765687349e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,1995,1.27523250706002e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,1998,1.29476695046705e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,1999,1.29650697166908e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2000,1.28194029228727e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2001,1.29108871108879e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2002,1.35821798776764e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2003,1.4224762714447402e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2004,1.44437612168552e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2005,1.38980790196784e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2006,1.4153632579352703e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2007,1.46213162361511e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2008,1.39414299979892e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2009,1.38452265578001e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2010,1.41487739077967e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2011,1.41303318969093e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2012,1.4473161827065e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2013,1.44390926165578e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2014,1.51126381038904e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2015,1.5543564799559202e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2016,1.54082090137622e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2017,1.53802795314369e-4,megatonnes of co2 equivelant
Agriculture,Dairy - Dairy Cows - Indirect Leach,N2O,2018,1.5405760211460002e-4,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,1990,4.9689446320003e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,1995,2.52093463614287e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,1998,2.58287481178278e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,1999,2.4531971041622696e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2000,2.1138991962234103e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2001,2.40620800540095e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2002,2.36135477476515e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2003,2.17309325570195e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2004,2.1560063106978302e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2005,2.2801917859956004e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2006,1.98330611654909e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2007,1.89817651554645e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2008,1.89573552340301e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2009,1.79565484552176e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2010,1.86644361768166e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2011,1.82372625517138e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2012,1.86766411375339e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2013,1.90214312777955e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2014,2.1380039936399204e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2015,2.20787739374604e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2016,2.1373937456040697e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2017,2.45289198014434e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Leaching,N2O,2018,2.94749801320989e-6,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,1990,3.65257305701046e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,1995,1.8530892598723098e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,1998,1.89862025960047e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,1999,1.8032967380021e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2000,1.55388554737295e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2001,1.7687559795876302e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2002,1.73578525564655e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2003,1.59739793134962e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2004,1.58483765556254e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2005,1.67612394565792e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2006,1.45788915385742e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2007,1.39531206556108e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2008,1.39351774044864e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2009,1.3199504108386001e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2010,1.37198583909936e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2011,1.34058514963166e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2012,1.37288300165558e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2013,1.3982278438687899e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2014,1.5716045078583e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2015,1.62296706420189e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2016,1.5711559265801902e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2017,1.80307244736304e-5,megatonnes of co2 equivelant
Agriculture,Deer Wastes - Indirect Volatilisation,N2O,2018,2.16664757327118e-5,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,1990,3.26450051073788e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,1995,1.8786290956399701e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,1998,1.46144493083457e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,1999,1.3558867813238599e-006,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2000,1.17154247674356e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2001,1.0568053577101698e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2002,1.04548462863221e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2003,8.9969199604712e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2004,8.52726268656121e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2005,6.56908252172476e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2006,6.916353535332491e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2007,6.40080141380912e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2008,6.39774175730158e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2009,5.89289843355469e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2010,5.65271539771146e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2011,5.746034921191929e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2012,5.78734028404396e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2013,6.06729885448542e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2014,6.870458687719139e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2015,7.268214033701531e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2016,7.05862756293386e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2017,7.410488061302929e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Leaching,N2O,2018,8.55326976687545e-7,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,1990,2.51324725882043e-5,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,1995,1.4463037789172401e-5,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,1998,1.1251254071658299e-5,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,1999,1.04385915248725e-5,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2000,9.01937649751482e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2001,8.13604764231293e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2002,8.04889252859965e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2003,6.92647599658979e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2004,6.56490005186047e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2005,5.05735213898258e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2006,5.32470633915701e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2007,4.92779724021963e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2008,4.92544169660575e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2009,4.536777000316939e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2010,4.351866826628e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2011,4.4237109068511005e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2012,4.45551074563835e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2013,4.67104298630761e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2014,5.28937318494895e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2015,5.5955938547522705e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2016,5.43423911720207e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2017,5.70512663279729e-6,megatonnes of co2 equivelant
Agriculture,Goats Wastes - Indirect Volatilisation,N2O,2018,6.5849221725784005e-6,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,1990,7.90473047113382e-5,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,1995,9.035172788725491e-5,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,1998,1.21181972912482e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,1999,1.23270894930318e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2000,1.2535981694815302e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2001,1.27448738965989e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2002,1.2953766098382498e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2003,1.3162658300166e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2004,1.33715505019496e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2005,1.35804427037331e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2006,1.35557785077129e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2007,1.35311143116928e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2008,1.35064501156726e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2009,1.34817859196524e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2010,1.34571217236322e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2011,1.33372607204258e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2012,1.3217399717219299e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2013,1.3097538714012898e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2014,1.29776777108065e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2015,1.28578167076e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2016,1.27693082125068e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2017,1.2625433735722399e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Leaching,N2O,2018,1.25984572713253e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,1990,5.48718907424269e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,1995,6.23707031975005e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,1998,8.28220098931562e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,1999,8.43700804899247e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2000,8.59181510866935e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2001,8.74662216834623e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2002,8.90142922802312e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2003,9.0562362877e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2004,9.21104334737688e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2005,9.36585040705376e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2006,9.349489361697219e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2007,9.33312831634069e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2008,9.31676727098418e-4,megatonnes of co2 equivelant
Agriculture,Horses Wastes - Indirect Volatilisation,N2O,2009,9.300406225627649e-4,megatonnes of co2 equivelant
